1000,1387533.6700,4915140.7100,14.2830,PKTEMP
1001,1387532.6309,4915140.6251,15.1172,PKTEMP-OBS
1002,1387530.0339,4915140.5854,15.1240,TMP1
2000,1387533.6700,4915140.7100,14.2830,PKTEMP-2
2001,1387531.0990,4915140.6263,14.2819,BRIAN CHECK PT
BM13,1387747.4450,4914711.8570,14.1150,
BM14,1387622.9300,4914931.7620,11.0310,
BM15,1387533.8590,4915135.9030,14.3740,
BM16,1387304.2270,4915368.6880,12.7750,
BM17,1387044.8340,4915506.5980,9.5110,
BM18,1386891.7080,4915673.9400,13.3860,
BM19,1386934.8220,4915908.8080,11.9180,
BM20,1387111.5610,4916166.4750,12.2570,
BM21,1387104.9950,4916522.7030,12.2980,
BM22,1386891.0280,4916746.2970,13.1970,
BM23,1386371.3470,4916602.8780,10.9860,
BM24,1386765.0360,4917113.8970,13.9820,
BM25,1386351.0660,4917169.2520,11.2200,
BM26,1386284.8990,4917501.0130,11.2740,
BM27,1386118.8900,4917828.8720,14.9610,
BM28,1385685.1560,4917630.0990,15.7550,
BM29,1385543.7870,4917826.9070,15.3330,
BM30,1385435.6080,4918179.5660,15.4900,
BM135,1385627.8300,4918495.7950,14.2130,
BM136,1385518.7680,4918341.2330,14.1770,
BM144,1385709.4150,4918634.9500,15.1190,
BM146,1386009.3380,4919258.2010,12.1000,
BM147,1386669.9530,4919465.5590,13.3010,
BM156,1385817.3060,4918977.2270,17.3270,
ET27,1387794.5810,4912984.1590,10.5970,
ET28,1388104.5730,4913359.8580,11.1900,
ET29,1388281.0620,4913681.6360,11.3520,
ET30,1388450.3260,4914019.5790,11.9150,
ET31,1388476.1030,4914110.6460,13.7880,
ET32,1388361.6540,4914325.3100,11.7270,
ET73,1386844.8970,4917043.3930,13.2440,
ET74,1386838.3710,4917429.3160,13.7780,
ET75,1386844.5050,4917733.9070,14.4350,
ET76,1386935.5220,4918063.8190,16.5810,
ET77,1396347.4850,4918335.4220,33.3480,
ET124,1389978.4820,4915820.5850,11.4290,
ET125,1389213.5410,4915551.3560,13.3750,
ET126,1388052.8970,4912785.7510,10.8130,
ET127,1388038.8830,4913247.7650,11.3830,
ET128,1388331.3770,4913723.6820,9.8270,
ET129,1387742.1500,4915239.4480,11.4630,
ET130,1387570.5730,4915381.4710,11.2960,
ET149,1390399.7710,4916034.1450,12.1990,
ET150,1391257.4830,4916408.9600,13.7050,
ET151,1391835.2570,4916523.8480,15.2990,
ET152,1392144.5520,4916593.5110,19.5390,
ET158,1387623.3160,4912020.9700,11.1910,
ET159,1387996.1940,4912254.0650,11.8010,
ET160,1387464.0170,4911846.0570,11.2530,
LT8E,1378830.1910,4903034.6890,0.0000,
LT8S,1378923.8000,4903071.4930,0.0000,
LT9E,1379072.6010,4902818.2570,0.0000,
LT9S,1379073.2070,4902976.6260,0.0000,
LT14AE,1381221.8760,4900152.9300,0.0000,
LT14AS,1381422.5890,4900326.4920,0.0000,
LT24E,1382503.7830,4896740.3260,0.0000,
LT24S,1382699.2100,4896847.3470,0.0000,
PEG,1382443.3440,4907093.1230,10.2330,
PEG1A,1379576.9990,4903774.6630,7.3860,
PEG2_0,1380356.6780,4904208.7790,7.6700,
PEG2_1,1380314.2900,4904268.1100,8.0940,
PEG3_A,1381014.2390,4904917.8230,8.2230,
PEG3_B,1381092.7390,4904837.8680,6.7670,
PEG4_1,1381486.2490,4905248.8710,6.8750,
PEG4_A,1381386.0180,4905444.1370,6.7760,
PEG4_B,1381522.7860,4905177.6910,7.1310,
PEG5_A,1381897.6600,4905482.5740,9.7150,
PEG5_B,1381883.9980,4905501.1020,7.2360,
PEG6A,1382446.0430,4905985.8710,7.4350,
PEG6B,1382442.3820,4905988.4580,6.9250,
PEG7A,1382463.9550,4906378.1820,8.1750,
PEG7B,1382433.8800,4906396.1100,6.7470,
PEG8_0,1382486.6070,4906826.3380,6.9780,
PEG8_1,1382527.4900,4906801.9640,8.8060,
PEG9_1,1382474.9590,4906902.5310,8.7620,
PEG9_A,1382834.4990,4906921.9300,7.1040,
PEG10,1382679.1560,4907078.5550,7.2070,
PEG11_1,1382442.1140,4907091.9210,10.2630,
PEG12/2,1382301.2620,4907213.9530,9.9730,
PEG12_A,1382479.4800,4907239.5120,7.5800,
PEG13_2,1382483.4380,4907002.1490,8.6170,
PEG13_A,1382791.7360,4907460.2460,6.9140,
PEG14_A,1382924.1400,4907881.9140,8.7430,
PEG15_1,1382910.8580,4908562.6070,9.0390,
PEG16_1,1384033.9160,4909046.4210,9.3350,
PEG16_C,1383825.2670,4909242.8310,11.2510,
PEG16_D,1383989.2890,4909088.4330,8.7180,
PEG17_X,1383999.5160,4909349.1850,11.1120,
PEG18_2,1384165.4340,4909666.0000,8.7840,
PEG18_X,1384088.8060,4909732.8190,11.2490,
PEG19_1,1384646.0520,4910136.3120,11.3750,
PEG20_2,1385331.5470,4910404.4990,9.0510,
